id,consume,consumesum,consumeavg,consumemax,remaindersum,remainderavg,remaindermax
229,1104,10013.009999999991,9.05335443037974,200.0,68222.98999999999,61.68443942133815,269.96
230,2749,15839.170000000107,5.761793379410734,300.0,318169.91000000027,115.74023644961814,302.58
231,2284,14870.480000000038,6.502177525142124,500.0,308276.37999999954,134.7950940096194,500.27
232,944,7208.5200000000095,7.57993690851736,200.0,57772.849999999875,60.749579390115535,203.0
233,927,7863.220000000024,8.37403620873272,200.0,52469.70999999992,55.87828541001056,205.61
234,2574,19552.060000000103,7.549057915057955,200.0,157578.83999999997,60.84125096525095,220.59
235,1799,22034.559999999972,12.086977509599546,200.0,119622.64000000013,65.6185628085574,214.81
236,1145,9915.100000000046,8.54750000000004,100.0,67414.21999999999,58.115706896551714,125.65
237,1010,9045.640000000041,8.876977428851855,200.0,56836.98999999996,55.777222767419,206.8
238,1582,11641.400000000058,7.344731861198775,800.0,217106.99000000063,136.97601892744518,862.0
239,1493,10419.410000000044,6.97417001338691,800.0,273246.9599999993,182.89622489959794,804.98
244,1093,4842.7200000000275,4.426617915904961,100.0,38715.63000000006,35.38905850091413,117.0
245,461,2988.46000000001,6.482559652928439,100.0,21187.490000000056,45.95984815618233,118.1
250,967,10630.430000000013,10.673122489959852,100.0,45876.570000000065,46.060813253012114,118.51
251,231,2335.759999999999,9.456518218623478,100.0,6269.840000000009,25.383967611336068,110.92
254,1422,9081.580000000042,6.350755244755274,300.0,149821.2499999998,104.77010489510475,318.3
255,1283,7436.730000000044,5.769379363847978,200.0,101208.47999999995,78.51705197827769,196.19
258,1104,8536.440000000004,7.662872531418316,200.0,61140.769999999975,54.88399461400357,218.37
259,767,5441.590000000024,7.012358247422711,100.0,32607.569999999996,42.020064432989685,140.14
260,1308,10426.420000000018,7.8988030303030445,200.0,139623.77999999994,105.77559090909087,349.86
261,810,4717.080000000031,5.787828220858933,200.0,77674.8,95.30650306748467,252.52
266,306,2066.149999999997,6.752124183006526,200.0,20058.18,65.54960784313725,200.11
267,1269,7820.930000000048,6.148529874213874,200.0,71382.23000000005,56.11810534591199,202.28
268,1527,10705.530000000044,6.933633419689148,200.0,129121.61999999969,83.62799222797908,504.52
269,695,6508.050000000014,9.257539118065454,100.0,21872.520000000004,31.113115220483646,120.65
270,1803,9686.950000000044,5.337162534435286,400.0,212047.73000000024,116.83070523415991,401.93
271,945,6436.620000000028,6.768264984227159,400.0,116642.42999999986,122.65239747634055,401.5
272,872,7302.200000000007,8.354919908466828,500.0,85962.60000000012,98.35537757437085,505.39
273,608,5706.929999999998,9.34031096563011,200.0,53081.21000000001,86.87595744680853,220.27
274,825,4768.959999999999,5.7665779927448595,300.0,62821.20999999998,75.96276904474,302.17
275,332,2676.8100000000013,8.062680722891571,200.0,17641.220000000016,53.136204819277154,204.63
276,1497,8813.780000000068,5.8563322259136665,200.0,110731.71999999987,73.57589368770755,212.55
277,1143,7403.610000000023,6.382422413793123,200.0,64885.07000000004,55.93540517241383,211.52
278,1291,6425.3600000000415,4.950200308166441,300.0,170742.7500000001,131.54295069337448,363.22
279,904,6432.330000000009,7.091874310915115,500.0,107162.83000000015,118.15085997794945,548.06
282,1559,22586.340000000015,14.395372848948384,200.0,138246.52999999997,88.1112364563416,246.87
283,696,10064.15000000001,14.154922644163165,200.0,48793.49999999992,68.6265822784809,208.58
286,1266,10280.000000000051,8.120063191153278,315.0,105886.87999999993,83.63892575039489,300.51
287,64,540.2900000000002,8.442031250000003,200.0,4362.819999999998,68.16906249999997,208.53
288,2098,15505.510000000088,7.383576190476232,300.0,255752.45000000042,121.78688095238115,320.25
289,1606,18350.350000000046,11.334373069796198,300.0,225852.1900000009,139.50104385423157,337.52
290,645,4519.180000000005,7.006480620155046,100.0,16728.83000000001,25.936170542635672,105.08
291,1568,10608.370000000048,6.748326972010209,120.0,80741.52999999996,51.362296437659005,114.18
294,1554,11275.520000000102,7.246478149100323,500.0,157232.3099999998,101.04904241645231,505.7
295,1074,8611.640000000027,7.936995391705094,200.0,90975.79000000036,83.84865437788051,213.43
296,1810,11235.490000000113,6.180137513751437,200.0,182067.01999999964,100.14687568756855,273.0
297,1435,10482.590000000055,7.2846351633078905,200.0,89124.08999999994,61.93473940236271,208.09
298,1795,12120.730000000136,6.741229143492846,300.0,233712.73999999947,129.98483870967712,314.14
299,1919,15337.630000000076,7.984190525767868,300.0,275332.6699999999,143.32778240499735,415.1
300,1943,22565.749999999938,11.431484295845967,200.0,131355.09000000003,66.54259878419454,218.47
301,1616,21047.76999999995,12.936551936078642,300.0,118231.69999999997,72.66853103872155,302.73
304,2034,13014.28000000011,6.363951100244552,200.0,181859.96999999965,88.9290806845964,253.97
305,1669,11185.850000000131,6.654283164782946,200.0,178379.31000000006,106.11499702558004,286.38
306,440,3151.240000000002,7.129502262443443,169.49,19633.729999999967,44.42020361990943,169.49
307,796,5876.86999999998,7.355281602002478,200.0,58856.28000000001,73.66242803504382,235.75
308,1334,9548.570000000034,7.13644992526161,100.0,73820.56000000001,55.17231689088192,122.77
309,1101,9662.880000000023,8.760543970988234,200.0,71999.63999999985,65.27619220308237,312.62
310,464,5154.980000000002,11.062188841201722,200.0,36687.29000000014,78.72809012875567,220.83
311,690,6653.410000000009,9.62866859623735,200.0,61913.40999999994,89.59972503617936,215.35
312,1676,6499.010000000042,3.863858501783616,600.0,211426.7699999999,125.69962544589768,600.92
313,307,1369.3800000000015,4.4460389610389655,200.0,30188.589999999993,98.01490259740257,418.45
318,1376,9252.51000000007,6.66607348703175,200.0,89933.3499999998,64.7934798270892,212.92
319,737,7312.160000000009,9.814979865771823,200.0,65443.800000000025,87.84402684563761,221.44
320,1320,10590.950000000012,7.89780014914244,200.0,85710.54999999976,63.915398956002804,242.17
321,1082,10338.460000000012,9.424302643573393,150.0,71808.57000000007,65.45904284412039,164.03
322,1365,12031.23,8.705665701881331,200.0,100475.90000000001,72.70325615050652,226.71
323,1632,16259.399999999989,9.860157671315942,200.0,149703.37999999983,90.78434202546988,233.78
324,1356,10693.719999999998,7.805635036496349,170.0,70934.65000000018,51.7771167883213,178.94
325,966,8432.110000000024,8.621789366053195,200.0,51254.989999999816,52.407965235173634,210.02
328,775,7551.470000000008,9.644278416347392,105.0,36136.21999999997,46.15098339719026,163.46
329,472,4551.709999999995,9.643453389830498,100.0,19977.140000000018,42.32444915254241,112.05
330,1270,12388.070000000022,9.723759811616972,500.0,163637.45999999956,128.4438461538458,506.68
331,1224,11312.420000000004,9.212068403908798,300.0,122358.03000000019,99.64008957654738,312.0
334,1086,10568.190000000031,9.677829670329698,300.0,137446.13000000006,125.86641941391947,390.78
335,731,6700.640000000014,9.054918918918938,300.0,68791.70999999995,92.9617702702702,317.5
344,1225,10570.740000000033,8.5731873479319,200.0,149868.04000000015,121.5474776966749,326.42
345,867,9489.79999999999,10.895292766934547,200.0,97652.55999999976,112.11545350172189,255.64
346,1832,21820.05999999999,11.865176726481778,400.0,225942.23999999868,122.86146818923257,405.83
347,1368,17532.98000000004,12.769832483612555,400.0,214629.53000000055,156.3215804806996,438.27
348,1047,10578.030000000002,10.036081593927896,200.0,108235.08000000003,102.68982922201141,240.04
349,1271,11982.92000000007,9.317978227060706,200.0,90246.08999999975,70.17580870917554,227.73
352,1106,9479.710000000003,8.501982062780272,300.0,104739.55999999982,93.93682511210747,309.85
353,702,6463.830000000023,9.155566572237992,300.0,75595.79999999994,107.0762039660056,325.0
354,1847,13164.020000000064,7.077430107526916,200.0,206958.20000000054,111.26784946236587,313.16
355,1603,13185.060000000034,8.194568054692377,200.0,185623.42999999953,115.36571162212525,284.28
358,316,2626.9500000000016,8.31313291139241,300.0,35757.01,113.15509493670886,316.63
362,1816,9718.060000000085,5.339593406593453,150.0,108906.7799999998,59.838890109889995,162.25
363,1158,9805.980000000012,8.468031088082911,200.0,97691.51000000023,84.36227115716773,223.25
366,507,5793.100000000003,11.314648437500006,500.0,65478.59999999997,127.88789062499994,504.68
367,274,3330.8200000000015,11.89578571428572,300.0,20516.58999999999,73.27353571428567,303.09
368,408,3569.480000000001,8.684866180048664,119.59,15957.339999999995,38.825644768856435,116.52
369,252,4027.97,15.984007936507936,222.1,14769.019999999993,58.6072222222222,251.25
372,1027,6472.660000000018,6.302492697176259,100.0,37715.79000000001,36.72423563777995,109.17
373,558,3310.0699999999997,5.932025089605734,100.0,14142.490000000009,25.34496415770611,100.84
376,2323,13354.780000000048,5.743991397849483,200.0,201197.01999999964,86.53635268817189,243.39
377,2163,14157.820000000036,6.5003764921946905,200.0,186090.7699999997,85.44112488521566,280.27
384,1157,7183.070000000029,6.1498886986301615,500.0,113047.1899999999,96.78697773972594,504.4
385,175,1264.0899999999995,7.223371428571426,200.0,12414.71,70.9412,215.61
386,690,5682.150000000003,8.18753602305476,100.0,35392.87999999992,50.998386167146855,127.83
387,909,6157.190000000013,6.766142857142872,200.0,43792.160000000054,48.123252747252806,203.91
388,1788,9166.080000000078,5.117855946398704,300.0,174987.85999999987,97.70399776661075,302.96
389,1567,9114.050000000021,5.79037484116901,100.0,83845.04000000011,53.26876747141049,169.11
390,1005,7035.04000000001,7.000039800995035,200.0,53167.71000000022,52.903194029850965,200.06
391,832,6604.050000000012,7.93756009615386,100.0,40555.94000000011,48.74512019230782,127.67
394,959,6256.640000000021,6.524129301355601,100.0,41808.68000000011,43.59612095933275,122.26
395,906,6184.950000000022,6.826655629139097,100.0,39035.09000000011,43.085088300220875,110.25
396,1844,11640.300000000121,6.312527114967528,300.0,243016.77000000046,131.78783622559678,372.68
397,1755,12070.100000000055,6.877549857549889,400.0,226842.77999999953,129.25514529914503,411.79
398,1216,9628.37000000006,7.918067434210577,100.0,59718.23000000013,49.110386513158,129.73
399,2204,17574.549999999996,7.973933756805805,150.0,123546.9500000003,56.05578493647926,160.81
400,258,2363.2099999999987,9.159728682170538,100.0,9098.22999999999,35.26445736434105,108.58
401,224,2028.2199999999975,9.05455357142856,100.0,6916.940000000006,30.879196428571454,102.01
404,1182,9257.319999999969,7.8319120135363525,300.0,110329.75999999991,93.34159052453461,301.02
405,1173,7447.2800000000625,6.348917306052909,300.0,78545.04000000001,66.96081841432226,301.87
406,410,3311.69,8.07729268292683,200.0,66644.13999999988,162.546682926829,296.77
407,1,93.47,93.47,93.47,0.0,0.0,0.0
408,1064,5927.940000000024,5.57137218045115,100.0,58530.01999999994,55.00941729323303,128.41
409,1822,10346.150000000052,5.678457738748657,150.0,112486.94000000045,61.73816684961606,158.91
412,1142,5877.470000000014,5.124210985178739,100.0,57520.53000000004,50.14867480383613,115.84
413,1126,7089.370000000019,6.279335695305597,200.0,75109.67999999995,66.52761736049597,216.46
416,1108,6342.0500000000375,5.612433628318617,100.0,41047.03000000009,36.32480530973459,136.83
417,490,2399.899999999992,4.780677290836637,100.0,12491.080000000004,24.88262948207172,101.49
418,1452,10198.79000000007,7.023960055096467,100.0,81069.14999999995,55.832747933884264,129.42
419,1541,11403.27000000012,7.395116731517588,150.0,88168.34999999995,57.17791828793771,154.8
420,1604,12783.980000000007,7.965096573208727,200.0,107086.82999999973,66.72076635514001,402.98
421,1597,14455.940000000019,9.001207970112091,200.0,87545.8099999999,54.51171232876706,242.1
424,1928,6341.400000000069,3.2874027993779515,300.0,335816.83,174.08855883877658,353.1
425,1647,7976.670000000053,4.837277137659219,300.0,259243.85000000027,157.21276531231067,346.65
426,3390,15373.980000000203,4.535097345132804,500.0,734953.4299999998,216.8004218289085,554.23
427,2789,14686.070000000083,5.2600537249283965,500.0,634073.9699999939,227.10385744985456,559.5
430,1041,8536.950000000032,8.153724928366792,400.0,137242.42000000027,131.08158548233072,410.67
431,1059,8591.940000000039,8.029850467289755,400.0,161500.1699999995,150.93473831775654,407.25
432,838,5775.750000000003,6.859560570071262,200.0,72265.16000000018,85.8256057007128,215.04
433,512,4893.340000000004,9.446602316602323,200.0,55399.11999999995,106.94810810810802,289.19
438,1321,10306.310000000023,7.801900075700245,300.0,154467.07,116.93192278576836,332.15
439,1026,7310.88000000002,7.125614035087739,300.0,86534.48000000042,84.34159844054622,303.13
440,1565,10427.280000000033,6.616294416243676,600.0,264192.2800000001,167.63469543147212,607.7
441,1525,10826.950000000004,7.076437908496735,500.0,167311.33999999985,109.35381699346395,523.61
442,1564,9185.460000000088,5.854340344168317,100.0,92508.91,58.9604270235819,131.78
443,1450,12429.14000000001,8.554122505161741,200.0,82662.28999999995,56.89077081899515,131.05
444,2339,11006.690000000042,4.691683716965065,200.0,371208.7300000004,158.2304901960786,490.36
445,1138,6875.980000000009,6.042161687170482,400.0,167923.2699999998,147.55999121265359,401.86
446,1268,9669.370000000048,7.589772370486694,200.0,123292.87999999993,96.77620094191518,228.67
447,881,9633.07000000001,10.775246085011197,300.0,101905.21999999999,113.98794183445189,307.19
448,2253,12461.620000000103,5.526217294900268,150.0,121932.86999999985,54.07222616407976,153.63
449,1929,13646.080000000075,7.066846193682069,200.0,146675.1399999997,75.95812532366634,218.22
450,1853,12745.730000000114,6.845182599355593,300.0,240421.6999999998,129.12013963480118,325.3
451,1432,10714.17000000004,7.450744089012545,200.0,170638.8600000005,118.66401947148853,308.17
452,1423,6692.26000000002,4.699620786516868,200.0,150846.04999999967,105.93121488764022,242.49
453,1340,6575.760000000047,4.89997019374072,200.0,146416.67999999988,109.10333830104312,255.07
454,1604,9004.150000000034,5.578779429987629,200.0,166099.87000000002,102.91193928128874,241.96
455,1475,10036.250000000093,6.772098515519631,300.0,157126.91999999993,106.02356275303639,310.73
460,1302,9580.20000000006,7.358064516129079,500.0,187390.78999999978,143.9253379416281,502.06
461,769,6624.230000000047,8.614083224967551,300.0,93070.85999999994,121.02842652795832,326.39
462,1126,2200.189999999999,1.945349248452696,200.0,122403.2,108.22564102564102,263.37
463,1612,5473.500000000023,3.3891640866873205,100.0,96026.24999999987,59.458978328173295,147.52
466,1588,5620.190000000038,3.5302701005025363,200.0,94881.45000000007,59.59890075376889,201.4
467,1446,5353.630000000054,3.694706694271949,100.0,100967.88999999996,69.68108350586608,220.18
468,1457,14960.969999999998,10.268339052848317,400.0,192275.26,131.96654770075497,401.16
469,1201,14455.82000000004,11.956840363937172,300.0,158443.66,131.05348221670803,321.04
470,1422,9709.870000000072,6.823520730850366,400.0,174367.81000000014,122.53535488404789,400.65
471,1458,9765.870000000077,6.698127572016514,300.0,164902.2500000005,113.10168038408813,318.67
474,2261,16416.65000000009,7.228819903126415,300.0,285126.38,125.55102597974461,334.08
475,2423,17857.910000000174,7.330833333333405,300.0,462006.39,189.65779556650247,627.02
476,1465,9913.940000000039,6.735013586956548,300.0,168048.23,114.16319972826088,384.09
477,1462,10598.17000000007,7.204738273283527,300.0,205644.99999999977,139.7994561522772,354.38
478,2462,10724.170000000231,4.354108810393923,300.0,331153.52000000054,134.4512870483153,313.77
479,1960,10041.780000000139,5.1233571428572136,300.0,238905.0400000004,121.89032653061244,315.96
480,1335,9086.02000000007,6.795826477187786,300.0,132432.59000000005,99.05204936424836,303.66
481,1407,11497.910000000084,8.142995750708275,200.0,129408.54000000005,91.64910764872525,224.85
484,902,8377.120000000024,9.215753575357562,300.0,59387.11999999995,65.3323652365236,358.0
485,853,8311.040000000063,9.64157772621817,200.0,93131.92000000023,108.04167053364296,321.4
